utterance,visId,gt,dataset,gtId,id
"Plot a bar graph to illustrate the count of registration ids, ordered from highest to lowest.",exp-624,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'registration_id', 'sort': {'op': 'count', 'order': 'descending'}}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'student_tests_taken.json'}}",student_tests_taken,exp-624,exp-624
Generate an area chart to compare police_assault versus year.,exp-625,"{'width': 300, 'height': 200, 'mark': {'type': 'area'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'year', 'axis': {'format': '%Y'}}, 'y': {'aggregate': 'sum', 'field': 'police_assault', 'title': 'police_assault'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-625,exp-625
Create a bar chart that displays the sum of sos_adj_em_rank on the x-axis.,exp-626,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'aggregate': 'sum', 'field': 'sos_adj_em_rank'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-626,exp-626
"Create a horizontal box plot to show the median, lower and upper quartiles of the distribution of y coord cd.",exp-627,"{'mark': {'type': 'boxplot', 'extent': 1.5, 'median': {'color': 'red'}, 'ticks': True}, 'encoding': {'x': {'field': 'y_coord_cd', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'NYPD_Shooting_Incident_Data__Year_To_Date_.json'}}",nypd_shooting_incident_data__year_to_date_,exp-627,exp-627
"Visualize the data of author_num_games_owned on the x-axis, author_playtime_at_review on the y-axis, recieved_for_free as a color, and steam_purchase as size with a custom star mark.",exp-628,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'author_num_games_owned', 'type': 'quantitative'}, 'y': {'field': 'author_playtime_at_review', 'type': 'quantitative'}, 'color': {'field': 'recieved_for_free', 'type': 'nominal'}, 'size': {'field': 'steam_purchase', 'type': 'quantitative'}, 'shape': {'value': 'M0,0.2L0.2351,0.3236 0.1902,0.0618 0.3804,-0.1236 0.1175,-0.1618 0,-0.4 -0.1175,-0.1618 -0.3804,-0.1236 -0.1902,0.0618 -0.2351,0.3236 0,0.2Z'}}, 'data': {'url': 'elden_ring_steam_reviews.json'}}",elden_ring_steam_reviews,exp-628,exp-628
Visualize adj_o_rank values in a point graph. ,exp-629,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'adj_o_rank', 'type': 'quantitative'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-629,exp-629
Create a bar chart to represent the mean of resident ids for different months of move out dates? ,exp-630,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'timeUnit': 'month', 'field': 'date_moved_out'}, 'y': {'aggregate': 'mean', 'field': 'resident_id'}}, 'data': {'url': 'residents.json'}}",residents,exp-630,exp-630
"Generate a horizontal box plot to show latitude for loc_of_occur_desc, with a tooltip of mean values when hovering!",exp-631,"{'mark': {'type': 'boxplot'}, 'encoding': {'y': {'field': 'loc_of_occur_desc', 'type': 'nominal'}, 'x': {'field': 'latitude', 'type': 'quantitative', 'scale': {'zero': False}}, 'tooltip': {'field': 'latitude', 'aggregate': 'mean'}}, 'data': {'url': 'NYPD_Shooting_Incident_Data__Year_To_Date_.json'}}",nypd_shooting_incident_data__year_to_date_,exp-631,exp-631
Build a histogram of field_goal_perc with a bin space of 2.,exp-632,"{'mark': {'type': 'bar', 'binSpacing': 2}, 'encoding': {'x': {'bin': True, 'field': 'field_goal_perc'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-632,exp-632
Visualize price using a strip plot in descending order.,exp-633,"{'mark': {'type': 'tick'}, 'encoding': {'x': {'field': 'price', 'type': 'quantitative', 'sort': 'descending'}}, 'data': {'url': 'laptopData.json'}}",laptopdata,exp-633,exp-633
Create a boxplot to visualize gdp?,exp-634,"{'mark': {'type': 'boxplot'}, 'encoding': {'x': {'field': 'gdp ( billions in usd)', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'Bangladesh GDP History 1972-2022.json'}}",bangladesh gdp history 1972-2022,exp-634,exp-634
"Draw a scatterplot with goals on the x-axis, assist on the y-axis, foot types as a color, and mins as size and use a custom star mark.",exp-635,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'goals', 'type': 'quantitative'}, 'y': {'field': 'assist', 'type': 'quantitative'}, 'color': {'field': 'foot', 'type': 'nominal'}, 'size': {'field': 'mins', 'type': 'quantitative'}, 'shape': {'value': 'M0,0.2L0.2351,0.3236 0.1902,0.0618 0.3804,-0.1236 0.1175,-0.1618 0,-0.4 -0.1175,-0.1618 -0.3804,-0.1236 -0.1902,0.0618 -0.2351,0.3236 0,0.2Z'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-635,exp-635
"For each origin, draw an error bar of fino values with a black dot showing the mean fino value.",exp-636,"{'layer': [{'mark': 'errorbar', 'encoding': {'x': {'field': 'flno', 'type': 'quantitative', 'scale': {'zero': False}}, 'y': {'field': 'origin', 'type': 'ordinal'}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'x': {'field': 'flno', 'type': 'quantitative', 'aggregate': 'mean'}, 'y': {'field': 'origin', 'type': 'ordinal'}}}], 'data': {'url': 'flight.json'}}",flight,exp-636,exp-636
"Create a stacked area chart to depict the sum of sells versus year, divided by currency.",exp-637,"{'width': 300, 'height': 200, 'mark': {'type': 'area'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'date', 'axis': {'format': '%Y'}}, 'y': {'aggregate': 'sum', 'field': 'sell'}, 'color': {'field': 'currency', 'scale': {'scheme': 'category20b'}}}, 'data': {'url': 'currency.json'}}",currency,exp-637,exp-637
Create a visualization of jurisdiction codes with an error bar showing the mean value. ,exp-638,"{'layer': [{'mark': 'errorbar', 'encoding': {'x': {'field': 'jurisdiction_code', 'type': 'quantitative', 'scale': {'zero': False}}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'x': {'field': 'jurisdiction_code', 'aggregate': 'mean', 'type': 'quantitative'}}}], 'data': {'url': 'NYPD_Shooting_Incident_Data__Year_To_Date_.json'}}",nypd_shooting_incident_data__year_to_date_,exp-638,exp-638
Create a heatmap to illustrate the distribution of blocks_per_game and age.,exp-639,"{'mark': {'type': 'rect'}, 'width': 300, 'height': 200, 'encoding': {'x': {'bin': {'maxbins': 60}, 'field': 'blocks_per_game', 'type': 'quantitative'}, 'y': {'bin': {'maxbins': 40}, 'field': 'age', 'type': 'quantitative'}, 'color': {'aggregate': 'count', 'type': 'quantitative'}}, 'config': {'view': {'stroke': 'transparent'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-639,exp-639
Visualize the average sos_adj_d for each year in different conferences by drawing a line chart with points?,exp-640,"{'mark': {'type': 'line', 'point': True}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'season'}, 'y': {'aggregate': 'mean', 'field': 'sos_adj_d', 'type': 'quantitative'}, 'color': {'field': 'conference', 'type': 'nominal'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-640,exp-640
A scatterplot with filled points comparing total_rebounds_per_game and rank.,exp-641,"{'mark': {'type': 'point', 'filled': True}, 'encoding': {'x': {'field': 'rank', 'type': 'quantitative'}, 'y': {'field': 'total_rebounds_per_game', 'type': 'quantitative'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-641,exp-641
A strip plot of cost.,exp-642,"{'mark': {'type': 'tick'}, 'encoding': {'x': {'field': 'cost', 'type': 'quantitative'}}, 'data': {'url': 'EPL_Soccer_MLR_LR.json'}}",epl_soccer_mlr_lr,exp-642,exp-642
Draw a pie chart that displays the category' distribution.,exp-643,"{'mark': {'type': 'arc'}, 'encoding': {'theta': {'type': 'quantitative', 'aggregate': 'count'}, 'color': {'field': 'category', 'type': 'nominal'}}, 'data': {'url': 'SampleSuperstore.json'}}",samplesuperstore,exp-643,exp-643
Draw a visualization of the matches using a bot plot.,exp-644,"{'mark': {'type': 'boxplot'}, 'encoding': {'x': {'field': 'match', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'world_cup_2007.json'}}",world_cup_2007,exp-644,exp-644
"Create a bar chart with the sum of sulphates on the x-axis and types of colors on the y-axis, arranged in ascending order.",exp-645,"{'mark': {'type': 'bar'}, 'encoding': {'y': {'field': 'color', 'type': 'nominal', 'sort': {'op': 'sum', 'field': 'sulphates'}}, 'x': {'aggregate': 'sum', 'field': 'sulphates'}}, 'data': {'url': 'Wine_Quality_Data.json'}}",wine_quality_data,exp-645,exp-645
Create a histogram with adj_tempo_rank binned on x-axis and count on y-axis.,exp-646,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'adj_tempo_rank', 'type': 'ordinal'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-646,exp-646
Draw bar charts to show the mean of codes for different months.,exp-647,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'timeUnit': 'month', 'field': 'date'}, 'y': {'aggregate': 'mean', 'field': 'code'}}, 'data': {'url': 'data.json'}}",data,exp-647,exp-647
Create a bar chart that displays the sum of previous on the x-axis and the year on the y-axis.,exp-648,"{'height': {'step': 17}, 'mark': {'type': 'bar'}, 'encoding': {'y': {'field': 'year', 'type': 'nominal', 'sort': '-x'}, 'x': {'aggregate': 'sum', 'field': 'previous'}}, 'data': {'url': 'CPI.json'}}",cpi,exp-648,exp-648
Can I see the minimum and maximum number of reviews across year?,exp-649,"{'width': 600, 'height': 300, 'mark': {'type': 'area'}, 'encoding': {'x': {'axis': {'format': '%b'}, 'field': 'created', 'timeUnit': 'monthdate'}, 'y': {'aggregate': 'max', 'field': 'author_num_reviews'}, 'y2': {'aggregate': 'min', 'field': 'author_num_reviews'}, 'opacity': {'value': 0.7}}, 'data': {'url': 'elden_ring_steam_reviews.json'}}",elden_ring_steam_reviews,exp-649,exp-649
Create a visualization to illustrate the relationship between total pass and total clearance.,exp-650,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'total_clearance', 'type': 'quantitative'}, 'y': {'field': 'total_pass', 'type': 'quantitative'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-650,exp-650
A scatterplot showing rank on x and video views on y with filled points.,exp-651,"{'mark': {'type': 'point', 'filled': True}, 'encoding': {'x': {'field': 'rank', 'type': 'quantitative'}, 'y': {'field': 'video_views', 'type': 'quantitative'}}, 'data': {'url': 'top-300-youtube-channels.json'}}",top-300-youtube-channels,exp-651,exp-651
Generate a graph to depict the correlation between conference and sos_adj_em_rank using tick marks.,exp-652,"{'mark': {'type': 'tick'}, 'encoding': {'x': {'field': 'sos_adj_em_rank', 'type': 'quantitative'}, 'y': {'field': 'conference', 'type': 'nominal'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-652,exp-652
A point graph with assessed value on x axis and retention cost on y axis.,exp-653,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'assessed value', 'type': 'quantitative'}, 'y': {'field': 'retention cost', 'type': 'quantitative'}}, 'data': {'url': 'Refined_TK_data.json'}}",refined_tk_data,exp-653,exp-653
"Produce a histogram of business zipcodes, binning the data as ordinal?",exp-654,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'business zipcode', 'type': 'ordinal'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'women_owned_business.json'}}",women_owned_business,exp-654,exp-654
Visualize the correlation between community districts and precinct by plotting orange rectangles on a scatterplot.,exp-655,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'community districts', 'type': 'quantitative'}, 'y': {'field': 'precinct', 'type': 'quantitative'}, 'color': {'value': '#ff9900'}, 'shape': {'value': 'square'}}, 'data': {'url': 'NYPD_Shooting_Incident_Data__Year_To_Date_.json'}}",nypd_shooting_incident_data__year_to_date_,exp-655,exp-655
A box plot of business zipcodes with a red line showing the median value.,exp-656,"{'mark': {'type': 'boxplot', 'extent': 1.5, 'median': {'color': 'red'}, 'ticks': True}, 'encoding': {'x': {'field': 'business zipcode', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'women_owned_business.json'}}",women_owned_business,exp-656,exp-656
Could you draw a representation of the private values for different divisions with error bars and a black point for the mean private values? ,exp-657,"{'layer': [{'mark': 'errorbar', 'encoding': {'x': {'field': 'private', 'type': 'quantitative', 'scale': {'zero': False}}, 'y': {'field': 'division', 'type': 'ordinal'}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'x': {'field': 'private', 'type': 'quantitative', 'aggregate': 'mean'}, 'y': {'field': 'division', 'type': 'ordinal'}}}], 'data': {'url': 'teams.json'}}",teams,exp-657,exp-657
Can you draw a line chart with confidence interval band for specimens across time?,exp-658,"{'encoding': {'x': {'field': 'date', 'timeUnit': 'year'}}, 'layer': [{'mark': {'type': 'errorband', 'extent': 'ci'}, 'encoding': {'y': {'field': 'specimens', 'type': 'quantitative'}}}, {'mark': 'line', 'encoding': {'y': {'aggregate': 'mean', 'field': 'specimens'}}}], 'data': {'url': 'covid19_variant.json'}}",covid19_variant,exp-658,exp-658
Create a vertical histogram of murder with reserse scale on x-axis.,exp-659,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'murder', 'scale': {'reverse': True}}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-659,exp-659
"Construct a histogram of open values, binning it as ordinal!",exp-660,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'open', 'type': 'ordinal'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-660,exp-660
"Generate a heatmap to compare foot types, club_abb, and mean accurate_cross.",exp-661,"{'mark': {'type': 'rect'}, 'encoding': {'y': {'field': 'foot', 'type': 'nominal'}, 'x': {'field': 'club_abb', 'type': 'ordinal'}, 'color': {'aggregate': 'mean', 'field': 'accurate_cross'}}, 'config': {'axis': {'grid': True, 'tickBand': 'extent'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-661,exp-661
Draw a histogram of problem status codes and set the bar width to 40.,exp-662,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'party'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'presidents.json'}}",presidents,exp-662,exp-662
Generate multiple histograms to compare the distribution of police_assault across different area names.,exp-663,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': {'maxbins': 15}, 'field': 'police_assault', 'type': 'quantitative'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}, 'row': {'field': 'area_name', 'type': 'nominal'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-663,exp-663
Can you draw a scatterplot of discounts and profits with a trendline showing the correlation? ,exp-664,"{'layer': [{'mark': {'type': 'point', 'filled': True}, 'encoding': {'x': {'field': 'profit', 'type': 'quantitative'}, 'y': {'field': 'discount', 'type': 'quantitative'}}}, {'mark': {'type': 'line', 'color': 'firebrick'}, 'transform': [{'regression': 'discount', 'on': 'profit'}], 'encoding': {'x': {'field': 'profit', 'type': 'quantitative'}, 'y': {'field': 'discount', 'type': 'quantitative'}}}, {'transform': [{'regression': 'discount', 'on': 'profit', 'params': True}, {'calculate': ""'R²: '+format(datum.rSquared, '.2f')"", 'as': 'R2'}], 'mark': {'type': 'text', 'color': 'firebrick', 'x': 'width', 'align': 'right', 'y': -5}, 'encoding': {'text': {'type': 'nominal', 'field': 'R2'}}}], 'data': {'url': 'SampleSuperstore.json'}}",samplesuperstore,exp-664,exp-664
A donut graph showing the count of colors.,exp-665,"{'mark': {'type': 'arc', 'innerRadius': 50}, 'encoding': {'theta': {'type': 'quantitative', 'aggregate': 'count'}, 'color': {'field': 'color', 'type': 'nominal'}}, 'data': {'url': 'Wine_Quality_Data.json'}}",wine_quality_data,exp-665,exp-665
"Create a histogram of minutes_played_per_game, with a bin space of 2, sorted in descending order on the x-axis.",exp-666,"{'mark': {'type': 'bar', 'binSpacing': 2}, 'encoding': {'x': {'bin': True, 'field': 'minutes_played_per_game', 'scale': {'reverse': True}}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-666,exp-666
Create a visualization that illustrates the average first_place_vote for each team with a colored strip plot.,exp-667,"{'mark': {'type': 'rule'}, 'encoding': {'y': {'field': 'first_place_vote', 'type': 'quantitative', 'aggregate': 'mean'}, 'size': {'value': 2}, 'color': {'field': 'team', 'type': 'nominal'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-667,exp-667
A gradient-filled area chart displays the temperature in comparison to time.,exp-668,"{'mark': {'type': 'area', 'line': {'color': 'darkgreen'}, 'color': {'x1': 1, 'y1': 1, 'x2': 1, 'y2': 0, 'gradient': 'linear', 'stops': [{'offset': 0, 'color': 'white'}, {'offset': 1, 'color': 'darkgreen'}]}}, 'encoding': {'x': {'field': 'datetime', 'type': 'temporal'}, 'y': {'field': 'temp', 'type': 'quantitative'}}, 'data': {'url': 'yulu_bike_sharing_dataset.json'}}",yulu_bike_sharing_dataset,exp-668,exp-668
Please create a histogram of woman_child_repression that has no spaces between the bars. ,exp-669,"{'mark': {'type': 'bar', 'binSpacing': 0}, 'encoding': {'x': {'bin': {'maxbins': 10}, 'field': 'woman_child_repression'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-669,exp-669
"Draw a box plot that depicts the median, minimum, and maximum video views for genre, with all raw data points included as dots.",exp-670,"{'width': 500, 'layer': [{'mark': {'type': 'boxplot', 'outliers': False}, 'encoding': {'y': {'field': 'video_count', 'type': 'nominal'}, 'x': {'field': 'video_views', 'type': 'quantitative'}}}, {'mark': 'circle', 'encoding': {'y': {'field': 'video_count', 'type': 'nominal'}, 'x': {'field': 'video_views', 'type': 'quantitative'}, 'color': {'value': 'black'}, 'opacity': {'value': 0.2}}}], 'data': {'url': 'top-300-youtube-channels.json'}}",top-300-youtube-channels,exp-670,exp-670
"Could you produce a heatmap that displays the murder cases and explosive recovery cases, along with marginal histograms illustrating the counts on the x and y axis? ",exp-671,"{'spacing': 15, 'bounds': 'flush', 'vconcat': [{'mark': 'bar', 'height': 60, 'encoding': {'x': {'bin': True, 'field': 'recovery_cases_explosive', 'axis': None}, 'y': {'aggregate': 'count'}}}, {'spacing': 15, 'bounds': 'flush', 'hconcat': [{'mark': 'rect', 'encoding': {'x': {'bin': True, 'field': 'recovery_cases_explosive'}, 'y': {'bin': True, 'field': 'murder'}, 'color': {'aggregate': 'count'}}}, {'mark': 'bar', 'width': 60, 'encoding': {'y': {'bin': True, 'field': 'murder', 'axis': None}, 'x': {'aggregate': 'count'}}}]}], 'config': {'view': {'stroke': 'transparent'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-671,exp-671
"Draw a line chart of riot cases versus time, colored by different area names?",exp-672,"{'mark': {'type': 'line'}, 'encoding': {'x': {'field': 'year', 'type': 'temporal'}, 'y': {'field': 'riot ', 'type': 'quantitative'}, 'color': {'field': 'area_name', 'type': 'nominal'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-672,exp-672
"Create a visualization that shows the connection between sos_adj_em and adj_tempo, with a trend line indicating the correlation.",exp-673,"{'layer': [{'mark': {'type': 'point', 'filled': True}, 'encoding': {'x': {'field': 'sos_adj_em', 'type': 'quantitative'}, 'y': {'field': 'adj_tempo', 'type': 'quantitative'}}}, {'mark': {'type': 'line'}, 'transform': [{'regression': 'adj_tempo', 'on': 'sos_adj_em'}], 'encoding': {'x': {'field': 'sos_adj_em', 'type': 'quantitative'}, 'y': {'field': 'adj_tempo', 'type': 'quantitative'}}}, {'transform': [{'regression': 'adj_tempo', 'on': 'sos_adj_em', 'params': True}, {'calculate': ""'R²: '+format(datum.rSquared, '.2f')"", 'as': 'R2'}], 'mark': {'type': 'text', 'color': 'firebrick', 'x': 'width', 'align': 'right', 'y': -5}, 'encoding': {'text': {'type': 'nominal', 'field': 'R2'}}}], 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-673,exp-673
"Please create a scatterplot with blocks_per_game on the x-axis, share on the y-axis, and games as the colors.",exp-674,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'blocks_per_game', 'type': 'quantitative'}, 'y': {'field': 'share', 'type': 'quantitative'}, 'color': {'field': 'games', 'type': 'quantitative'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-674,exp-674
Create a visualization that displays the total number of price cad for different diameters in descending order using a bar chart?,exp-675,"{'height': {'step': 17}, 'mark': {'type': 'bar'}, 'encoding': {'y': {'field': 'diameter', 'type': 'ordinal', 'sort': '-x'}, 'x': {'aggregate': 'sum', 'field': 'price_cad'}}, 'data': {'url': 'pizza_v2.json'}}",pizza_v2,exp-675,exp-675
"Can we draw a line chart of sells versus time, colored by different currency? ",exp-676,"{'mark': {'type': 'line'}, 'encoding': {'x': {'field': 'date', 'type': 'temporal'}, 'y': {'field': 'sell', 'type': 'quantitative'}, 'color': {'field': 'currency', 'type': 'nominal'}}, 'data': {'url': 'currency.json'}}",currency,exp-676,exp-676
Please create a line chart to show how adj_em has changed over time for each team.,exp-677,"{'mark': {'type': 'line'}, 'encoding': {'x': {'field': 'season', 'type': 'temporal'}, 'y': {'field': 'adj_em', 'type': 'quantitative'}, 'color': {'field': 'team', 'type': 'nominal'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-677,exp-677
"Create a vertical box plot showing the median, minimum, and maximum of luck for various conferences?",exp-678,"{'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'conference', 'type': 'nominal'}, 'color': {'field': 'conference', 'type': 'nominal', 'legend': None}, 'y': {'field': 'luck', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-678,exp-678
Create a bar chart to display the number of different venues and add a minimap for interaction. ,exp-679,"{'hconcat': [{'mark': 'bar', 'transform': [{'filter': {'selection': 'brush'}}], 'encoding': {'y': {'field': 'venue', 'type': 'nominal', 'axis': {'minExtent': 200}, 'sort': '-x'}, 'x': {'aggregate': 'count', 'scale': {'domain': [0, 6]}, 'axis': {'orient': 'top'}}}}, {'height': 200, 'width': 50, 'selection': {'brush': {'type': 'interval', 'encodings': ['y']}}, 'mark': 'bar', 'encoding': {'y': {'field': 'venue', 'type': 'nominal', 'sort': '-x', 'axis': None}, 'x': {'aggregate': 'count', 'axis': None}}}], 'data': {'url': 'workshop.json'}}",workshop,exp-679,exp-679
Generate a point graph featuring residual_sugar on the x axis.,exp-680,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'residual_sugar', 'type': 'quantitative'}}, 'data': {'url': 'Wine_Quality_Data.json'}}",wine_quality_data,exp-680,exp-680
Could you please create a scatterplot of no and bf with tooltips upon hovering?,exp-681,"{'mark': {'type': 'point', 'tooltip': True}, 'encoding': {'x': {'field': 'bf', 'type': 'quantitative'}, 'y': {'field': 'no', 'type': 'quantitative'}}, 'data': {'url': 'ipl all time batting records.json'}}",ipl all time batting records,exp-681,exp-681
Use a vertical box plot to demonstrate the atemp values.,exp-682,"{'mark': {'type': 'boxplot'}, 'encoding': {'y': {'field': 'atemp', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'yulu_bike_sharing_dataset.json'}}",yulu_bike_sharing_dataset,exp-682,exp-682
Can you draw a scatterplot with the opacity representing the agent charges to show the relationship between charges and weights?,exp-683,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'weight', 'type': 'quantitative'}, 'y': {'field': 'agentcharges', 'type': 'quantitative'}, 'opacity': {'field': 'agentcharges', 'type': 'quantitative'}}, 'data': {'url': 'EPL_Soccer_MLR_LR.json'}}",epl_soccer_mlr_lr,exp-683,exp-683
"Create a histogram of abandoned values, with bar width set at 20?",exp-684,"{'width': {'step': 20}, 'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'abandoned_yn'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'dogs.json'}}",dogs,exp-684,exp-684
"Generate a visualization displaying recovery_cases_narcotics and recovery_cases_explosive in scatterplot, with binned other_cases as point size.",exp-685,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'recovery_cases_narcotics', 'type': 'quantitative'}, 'y': {'field': 'recovery_cases_explosive', 'type': 'quantitative'}, 'size': {'bin': True, 'field': 'other_cases'}}, 'data': {'url': 'crime_data_bangladesh.json'}}",crime_data_bangladesh,exp-685,exp-685
Draw a point chart to show private values.,exp-686,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'private', 'type': 'quantitative'}}, 'data': {'url': 'teams.json'}}",teams,exp-686,exp-686
An area chart illustrates the sum of high values over time.,exp-687,"{'width': 300, 'height': 200, 'mark': {'type': 'area'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'date', 'axis': {'format': '%Y'}}, 'y': {'aggregate': 'sum', 'field': 'high'}}, 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-687,exp-687
Visualizing the cumulative frequency distribution of prices through an area chart.,exp-688,"{'transform': [{'sort': [{'field': 'price (us$)'}], 'window': [{'op': 'count', 'field': 'count', 'as': 'Cumulative Count'}], 'frame': [None, 0]}], 'mark': {'type': 'area'}, 'encoding': {'x': {'field': 'price (us$)', 'type': 'quantitative'}, 'y': {'field': 'Cumulative Count', 'type': 'quantitative'}}, 'data': {'url': 'auction_2023.json'}}",auction_2023,exp-688,exp-688
Make a scatterplot of index and side jobs with a trendline showing the correlation.,exp-689,"{'layer': [{'mark': {'type': 'point', 'filled': True}, 'encoding': {'x': {'field': 'index', 'type': 'quantitative'}, 'y': {'field': 'side job', 'type': 'quantitative'}}}, {'mark': {'type': 'line', 'color': 'firebrick'}, 'transform': [{'regression': 'side job', 'on': 'index'}], 'encoding': {'x': {'field': 'index', 'type': 'quantitative'}, 'y': {'field': 'side job', 'type': 'quantitative'}}}, {'transform': [{'regression': 'side job', 'on': 'index', 'params': True}, {'calculate': ""'R²: '+format(datum.rSquared, '.2f')"", 'as': 'R2'}], 'mark': {'type': 'text', 'color': 'firebrick', 'x': 'width', 'align': 'right', 'y': -5}, 'encoding': {'text': {'type': 'nominal', 'field': 'R2'}}}], 'data': {'url': 'google-trends-microbusiness-smallbusiness-internetbusiness-sidejob.json'}}",google-trends-microbusiness-smallbusiness-internetbusiness-sidejob,exp-689,exp-689
Generate a chart with error bars to demonstrate the mean and confidence intervals of video counts for different genres!,exp-690,"{'mark': {'type': 'errorbar', 'extent': 'ci', 'ticks': True}, 'encoding': {'y': {'field': 'video_count', 'type': 'quantitative', 'scale': {'zero': False}}, 'x': {'field': 'genre', 'type': 'nominal'}}, 'data': {'url': 'top-300-youtube-channels.json'}}",top-300-youtube-channels,exp-690,exp-690
Could you please create a strip plot chart to show the mean ncaa id of each division?,exp-691,"{'mark': {'type': 'rule'}, 'encoding': {'y': {'field': 'ncaa_id', 'type': 'quantitative', 'aggregate': 'mean'}, 'size': {'value': 2}, 'color': {'field': 'division', 'type': 'nominal'}}, 'data': {'url': 'teams.json'}}",teams,exp-691,exp-691
