utterance,sequential,visId,dataset,id,gtId,gt
Plot average mpg against cyliners,n,bar,cars,nlv#716,cars-bar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'MPG', 'type': 'quantitative', 'axis': {'title': 'AVG (MPG)', 'format': '~s'}}}}"
Make a simple scatter plot of worldwide Gross by Production Budget categorized by Major Genre.,n,scatterColor,movies,nlv#717,movies-scatterColor,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.8, 'tooltip': None}, 'encoding': {'x': {'field': 'Production Budget', 'type': 'quantitative'}, 'y': {'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'color': {'field': 'Major Genre', 'type': 'nominal'}}}"
Sum(Sales Forecast) by Order Date asc render best,n,line,superstore,nlv#718,superstore-line,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'monthyear', 'field': 'Order Date', 'type': 'temporal', 'axis': {'title': 'Order Date'}}, 'y': {'aggregate': 'sum', 'field': 'Sales Forecast', 'type': 'quantitative', 'axis': {'title': 'SUM (Sales Forecast)'}}}}"
Cylinders count bar chart Color by origin,n,stackedBar,cars,nlv#719,cars-stackedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
Show me average weight trended over ascending years,n,line,cars,nlv#720,cars-line,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Year', 'type': 'temporal', 'axis': {'title': 'Year'}}, 'y': {'aggregate': 'mean', 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'AVG (Weight)', 'format': '~s'}}}}"
Show the average profit by state,n,bar,superstore,nlv#721,superstore-bar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'State', 'type': 'ordinal'}, 'y': {'field': 'Profit', 'aggregate': 'sum', 'type': 'quantitative', 'axis': {'title': 'AVG (Profit)'}}}}"
show me the average gross revenue of for each genrea,n,bar,movies,nlv#722,movies-bar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'AVG (Worldwide Gross)', 'format': '~s'}}}}"
Have cars gotten lighter over time?,n,line,cars,nlv#723,cars-line,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Year', 'type': 'temporal', 'axis': {'title': 'Year'}}, 'y': {'aggregate': 'mean', 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'AVG (Weight)', 'format': '~s'}}}}"
"Show cylinders by COUNT(Model) in a bar chart', 'Add origin to legend",n,stackedBar,cars,nlv#724,cars-stackedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
give me scatterplots of worldwide gross versus production budget by different content ratings,n,scatterFaceted,movies,nlv#725,movies-scatterFaceted,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'nominal'}, 'x': {'field': 'Production Budget', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
Scatterplot of sales vs. profit,n,scatter,superstore,nlv#726,superstore-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'Profit', 'type': 'quantitative'}, 'y': {'field': 'Sales', 'type': 'quantitative'}}}"
show me the number of cars per country,n,singleAttrBar,cars,nlv#727,cars-singleAttrBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Distribution of country,n,singleAttrBar,cars,nlv#728,cars-singleAttrBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Creare a scatterplot of sales and profit that represent different regions,n,scatterColor,superstore,nlv#729,superstore-scatterColor,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.75, 'tooltip': None}, 'encoding': {'color': {'field': 'Region', 'type': 'nominal'}, 'x': {'field': 'Sales', 'type': 'quantitative'}, 'y': {'field': 'Profit', 'type': 'quantitative'}}}"
Give me a histogram of the number of movies by running time,n,histogram,movies,nlv#730,movies-histogram,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Running Time', 'type': 'quantitative', 'axis': {'title': 'Running Time'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
IMDB rating by rotten tomatoes rating,n,scatter,movies,nlv#731,movies-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'IMDB Rating', 'type': 'quantitative'}, 'y': {'field': 'Rotten Tomatoes Rating', 'type': 'quantitative'}}}"
Help me see outliers in IMDB and Rotten Tomatoes ratings,n,scatter,movies,nlv#732,movies-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'IMDB Rating', 'type': 'quantitative'}, 'y': {'field': 'Rotten Tomatoes Rating', 'type': 'quantitative'}}}"
create stacked bar chart | axes are region and SUM(Profit) | color by ship status,y,stackedBar,superstore,nlv#733,superstore-stackedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'transform': [], 'encoding': {'x': {'field': 'Region', 'type': 'ordinal'}, 'y': {'aggregate': 'sum', 'field': 'Profit', 'type': 'quantitative', 'axis': {'title': 'SUM (Profit)'}}, 'color': {'field': 'Ship Status', 'type': 'nominal', 'legend': {'title': 'Ship Status'}}}}"
avg ww gross by genre,n,bar,movies,nlv#734,movies-bar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'AVG (Worldwide Gross)', 'format': '~s'}}}}"
Plot the average production budget each year across all movies.,n,line,movies,nlv#735,movies-line,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Release Year', 'type': 'temporal', 'axis': {'title': 'Release Year'}}, 'y': {'aggregate': 'mean', 'field': 'Production Budget', 'type': 'quantitative', 'axis': {'title': 'AVG (Production Budget)', 'format': '~s'}}}}"
Visualize distribution of MPG v/s displacement across origin,n,scatterColor,cars,nlv#736,cars-scatterColor,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.8, 'tooltip': None}, 'encoding': {'x': {'field': 'Displacement', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'MPG', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
"Groupby (sub-category)  | For each sub-category, count the number of elements (== count)",y,singleAttrBar,superstore,nlv#737,superstore-singleAttrBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Sub-Category', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
"make a bar chart of avgerage profit by state, with state on x axis.",n,bar,superstore,nlv#738,superstore-bar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'State', 'type': 'ordinal'}, 'y': {'field': 'Profit', 'aggregate': 'sum', 'type': 'quantitative', 'axis': {'title': 'AVG (Profit)'}}}}"
Show me the total worldwide gross over time by release year for the major genres,n,multiLine,movies,nlv#739,movies-multiLine,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Release Year', 'type': 'temporal', 'axis': {'title': 'Release Year'}}, 'y': {'aggregate': 'sum', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'SUM (Worldwide Gross)', 'format': '~s'}}, 'color': {'field': 'Major Genre', 'type': 'nominal'}}}"
"show me a scatter chart of profit by sales, color coded by region",n,scatterColor,superstore,nlv#740,superstore-scatterColor,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.75, 'tooltip': None}, 'encoding': {'color': {'field': 'Region', 'type': 'nominal'}, 'x': {'field': 'Sales', 'type': 'quantitative'}, 'y': {'field': 'Profit', 'type': 'quantitative'}}}"
chart number of vehicles by weight in buckets of 500,n,histogram,cars,nlv#741,cars-histogram,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'Weight'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
show time series plot of average weight,n,line,cars,nlv#742,cars-line,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Year', 'type': 'temporal', 'axis': {'title': 'Year'}}, 'y': {'aggregate': 'mean', 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'AVG (Weight)', 'format': '~s'}}}}"
Average Production Budget by Creative Type separated by Content Rating,n,groupedBar,movies,nlv#743,movies-groupedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'ordinal'}, 'x': {'field': 'Creative Type', 'scale': {'rangeStep': 15}, 'type': 'nominal', 'axis': {'title': '', 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Production Budget', 'type': 'quantitative', 'axis': {'title': 'AVG (Production Budget)', 'format': '~s'}}, 'color': {'field': 'Creative Type', 'type': 'nominal'}}}"
Create one scatter plot for each region that shows the relationship between sales and profit,n,scatterFaceted,superstore,nlv#744,superstore-scatterFaceted,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'column': {'field': 'Region', 'type': 'nominal'}, 'x': {'field': 'Sales', 'type': 'quantitative'}, 'y': {'field': 'Profit', 'type': 'quantitative'}}}"
Create scatterplot | Axes are sales and profit | color by region,y,scatterColor,superstore,nlv#745,superstore-scatterColor,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.75, 'tooltip': None}, 'encoding': {'color': {'field': 'Region', 'type': 'nominal'}, 'x': {'field': 'Sales', 'type': 'quantitative'}, 'y': {'field': 'Profit', 'type': 'quantitative'}}}"
Show how genres have been associated with worldwide grosses from 1995 to 2009.,n,multiLine,movies,nlv#746,movies-multiLine,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Release Year', 'type': 'temporal', 'axis': {'title': 'Release Year'}}, 'y': {'aggregate': 'sum', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'SUM (Worldwide Gross)', 'format': '~s'}}, 'color': {'field': 'Major Genre', 'type': 'nominal'}}}"
show me the order count grouped by quantity,n,histogram,superstore,nlv#747,superstore-histogram,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Quantity', 'type': 'quantitative', 'axis': {'title': 'Order Quantity'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
how does horsepower relate to acceleration for individual car models,n,scatter,cars,nlv#748,cars-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.7, 'tooltip': None}, 'encoding': {'x': {'field': 'Horsepower', 'type': 'quantitative'}, 'y': {'field': 'Acceleration', 'type': 'quantitative'}}}"
The average profit of orders by segment for each ship mode | Grouped colored bar charts,y,groupedBar,superstore,nlv#749,superstore-groupedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Ship Mode', 'type': 'ordinal'}, 'x': {'field': 'Segment', 'scale': {'rangeStep': 15}, 'type': 'ordinal', 'axis': {'title': None, 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Profit', 'type': 'quantitative', 'axis': {'title': 'AVG (Profit)'}}, 'color': {'field': 'Segment', 'type': 'nominal'}}}"
relation between rotten tomatoes rating and IMDB rating,n,scatter,movies,nlv#750,movies-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'IMDB Rating', 'type': 'quantitative'}, 'y': {'field': 'Rotten Tomatoes Rating', 'type': 'quantitative'}}}"
Sort creative types by number of movies,n,singleAttrBar,movies,nlv#751,movies-singleAttrBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Creative Type', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
"For each genre and rating, what is the total world-wide gross earnings?",n,stackedBar,movies,nlv#752,movies-stackedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'ordinal'}, 'y': {'aggregate': 'sum', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'SUM (Worldwide Gross)', 'format': '~s'}}, 'color': {'field': 'Content Rating', 'type': 'nominal'}}}"
What product category has more orders placed?,n,singleAttrBar,superstore,nlv#753,superstore-singleAttrBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Sub-Category', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Bar chart of number of cars from each origin,n,singleAttrBar,cars,nlv#754,cars-singleAttrBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
"show me the number of each creative type move in a bar chart, order the bars in decreasing order.",n,singleAttrBar,movies,nlv#755,movies-singleAttrBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Creative Type', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Worldwide Gross relationship to Production Budget separated by Content Rating,n,scatterFaceted,movies,nlv#756,movies-scatterFaceted,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'nominal'}, 'x': {'field': 'Production Budget', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
plot average worldwide growth over major genre,n,bar,movies,nlv#757,movies-bar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'AVG (Worldwide Gross)', 'format': '~s'}}}}"
Average Production Budget by Creative Type filtered by Content Rating,n,groupedBar,movies,nlv#758,movies-groupedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'ordinal'}, 'x': {'field': 'Creative Type', 'scale': {'rangeStep': 15}, 'type': 'nominal', 'axis': {'title': '', 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Production Budget', 'type': 'quantitative', 'axis': {'title': 'AVG (Production Budget)', 'format': '~s'}}, 'color': {'field': 'Creative Type', 'type': 'nominal'}}}"
The distribution of profit and sales by regions | Scatter plots,y,scatterFaceted,superstore,nlv#759,superstore-scatterFaceted,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'column': {'field': 'Region', 'type': 'nominal'}, 'x': {'field': 'Sales', 'type': 'quantitative'}, 'y': {'field': 'Profit', 'type': 'quantitative'}}}"
budget by worldwide gross per content rating,n,scatterFaceted,movies,nlv#760,movies-scatterFaceted,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'nominal'}, 'x': {'field': 'Production Budget', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
Give me a histogram of running time for movies,n,histogram,movies,nlv#761,movies-histogram,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Running Time', 'type': 'quantitative', 'axis': {'title': 'Running Time'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Show me the average profit by state where the order was placed,n,bar,superstore,nlv#762,superstore-bar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'State', 'type': 'ordinal'}, 'y': {'field': 'Profit', 'aggregate': 'sum', 'type': 'quantitative', 'axis': {'title': 'AVG (Profit)'}}}}"
"3 scatter plots, one each for every Europe, Japan, and USA, to show weight on X Axis and Acceleration on Y Axis",n,scatterFaceted,cars,nlv#763,cars-scatterFaceted,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Origin', 'type': 'nominal'}, 'x': {'field': 'Weight', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
How many products are ordered in single quantity ?,n,histogram,superstore,nlv#764,superstore-histogram,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Quantity', 'type': 'quantitative', 'axis': {'title': 'Order Quantity'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Plot IMDB rating against Rotten Tomatoes rating.,n,scatter,movies,nlv#765,movies-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'IMDB Rating', 'type': 'quantitative'}, 'y': {'field': 'Rotten Tomatoes Rating', 'type': 'quantitative'}}}"
ww gross by major genre and content rating,n,stackedBar,movies,nlv#766,movies-stackedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'ordinal'}, 'y': {'aggregate': 'sum', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'SUM (Worldwide Gross)', 'format': '~s'}}, 'color': {'field': 'Content Rating', 'type': 'nominal'}}}"
Plot rotten tomatoes rating v.s. IMDB rating on a scatter plot.,n,scatter,movies,nlv#767,movies-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'IMDB Rating', 'type': 'quantitative'}, 'y': {'field': 'Rotten Tomatoes Rating', 'type': 'quantitative'}}}"
budget vs content rating regarding different creative types,n,groupedBar,movies,nlv#768,movies-groupedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'ordinal'}, 'x': {'field': 'Creative Type', 'scale': {'rangeStep': 15}, 'type': 'nominal', 'axis': {'title': '', 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Production Budget', 'type': 'quantitative', 'axis': {'title': 'AVG (Production Budget)', 'format': '~s'}}, 'color': {'field': 'Creative Type', 'type': 'nominal'}}}"
show a stacked bar chart of number of vehicles to number for cylinders grouped by country,n,stackedBar,cars,nlv#769,cars-stackedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
Sum(Profit) x and Sum(Sales) y render cluster,n,scatter,superstore,nlv#770,superstore-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/superstore.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'Profit', 'type': 'quantitative'}, 'y': {'field': 'Sales', 'type': 'quantitative'}}}"
scatter plot showing rotten tomatoes and IMDB ratings,n,scatter,movies,nlv#771,movies-scatter,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'IMDB Rating', 'type': 'quantitative'}, 'y': {'field': 'Rotten Tomatoes Rating', 'type': 'quantitative'}}}"
"Show me count of models grouped by cylinders, stacked by Origin",n,stackedBar,cars,nlv#772,cars-stackedBar,"{'$schema': 'https://vega.github.io/schema/vega-lite/v3.json', 'data': {'url': 'datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
