id,utterance,dataset,gt,gtId,maintable,dataset2
VIS_719,Show the order ids and the number of items in each order with a scatter chart.,customers_and_invoices_order_items,"{'data': {'url': 'order_items.csv'}, 'encoding': {'x': {'field': 'order_id', 'type': 'quantitative'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'point'}",VIS_719,customers_and_invoices_order_items,VIS_719
VIS_2278,"How many hosts does each nationality have? List the nationality and the count Visualize by bar chart, could you list in ascending by the y axis?",party_host_host,"{'data': {'url': 'host.csv'}, 'encoding': {'x': {'field': 'nationality', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_2278,party_host_host,VIS_2278
VIS_41,"Show all allergies with number of students affected Show bar chart, could you show in descending by the total number?",allergy_1_has_allergy,"{'data': {'url': 'has_allergy.csv'}, 'encoding': {'x': {'field': 'allergy', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_41,allergy_1_has_allergy,VIS_41
VIS_4142,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, draw a bar chart about the distribution of job_id and the average of department_id , and group by attribute job_id, and could you order in descending by the x-axis?",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'department_id'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'bar'}",VIS_4142,hr_1_employees,VIS_4142
VIS_4680,How many competitions for each country?,sports_competition_competition,"{'data': {'url': 'competition.csv'}, 'encoding': {'x': {'field': 'country', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'country'}}, 'transform': [], 'mark': 'bar'}",VIS_4680,sports_competition_competition,VIS_4680
VIS_145,List all headquarters and the number of companies in each headquarter with a bar chart.,gas_company_company,"{'data': {'url': 'company.csv'}, 'encoding': {'x': {'field': 'headquarters', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_145,gas_company_company,VIS_145
VIS_1862,"A line chart shows the change of the average of Employee_ID over Start_from , and group by attribute Is_full_time and bin start_from by time, and could you rank by the X from low to high?",employee_hire_evaluation_hiring,"{'data': {'url': 'hiring.csv'}, 'encoding': {'x': {'field': 'start_from', 'type': 'ordinal', 'timeUnit': 'year', 'sort': 'ascending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'employee_id'}, 'color': {'field': 'is_full_time', 'type': 'nominal'}}, 'transform': [], 'mark': 'line'}",VIS_1862,employee_hire_evaluation_hiring,VIS_1862
VIS_4886,"Draw a bar chart of transaction type versus the total number, show from low to high by the the total number .",customers_card_transactions_financial_transactions,"{'data': {'url': 'financial_transactions.csv'}, 'encoding': {'x': {'field': 'transaction_type', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_4886,customers_card_transactions_financial_transactions,VIS_4886
VIS_1090,"How many parties of the time they took office, binning the took office into WEEKDAY interval, could you rank y-axis in ascending order?",party_people_party,"{'data': {'url': 'party.csv'}, 'encoding': {'x': {'field': 'took_office', 'type': 'ordinal', 'timeUnit': 'day', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'took_office'}}, 'transform': [], 'mark': 'bar'}",VIS_1090,party_people_party,VIS_1090
VIS_3644,"What are the number of the descriptions for the aircrafts?, sort bar in ascending order.",aircraft_aircraft,"{'data': {'url': 'aircraft.csv'}, 'encoding': {'x': {'field': 'description', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'description'}}, 'transform': [], 'mark': 'bar'}",VIS_3644,aircraft_aircraft,VIS_3644
VIS_6605,Show the average transaction amount for different transaction types with a bar chart.,tracking_share_transactions_transactions,"{'data': {'url': 'transactions.csv'}, 'encoding': {'x': {'field': 'transaction_type_code', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'amount_of_transaction'}}, 'transform': [], 'mark': 'bar'}",VIS_6605,tracking_share_transactions_transactions,VIS_6605
VIS_2191,"Plot salary by grouped by email as a bar graph, sort total number in ascending order.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'email', 'type': 'ordinal', 'sort': 'y'}, 'y': {'field': 'salary', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_2191,hr_1_employees,VIS_2191
VIS_2429,"how many students are in each department?, and sort in asc by the Y please.",college_2_student,"{'data': {'url': 'student.csv'}, 'encoding': {'x': {'field': 'dept_name', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_2429,college_2_student,VIS_2429
VIS_2343,"A bar chart about what are the different product names? What is the average product price for each of them?, sort X from low to high order.",cre_drama_workshop_groups_products,"{'data': {'url': 'products.csv'}, 'encoding': {'x': {'field': 'product_name', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'product_price'}}, 'transform': [], 'mark': 'bar'}",VIS_2343,cre_drama_workshop_groups_products,VIS_2343
VIS_6315,Visualize a scatter chart about the correlation between  author_tutor_ATB and  gender_mf .,e_learning_course_authors_and_tutors,"{'data': {'url': 'course_authors_and_tutors.csv'}, 'encoding': {'x': {'field': 'author_tutor_atb', 'type': 'ordinal', 'sort': {'field': 'personal_name', 'order': 'ascending'}}, 'y': {'field': 'gender_mf', 'type': 'quantitative'}}, 'transform': [], 'mark': 'point'}",VIS_6315,e_learning_course_authors_and_tutors,VIS_6315
VIS_912,What is the proportion of the gender of players?,riding_club_player,"{'data': {'url': 'player.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'field': 'gender', 'type': 'quantitative'}, 'color': {'field': 'gender', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_912,riding_club_player,VIS_912
VIS_351,Draw a pie chart for how many climbers are from each country?,climbing_climber,"{'data': {'url': 'climber.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'type': 'quantitative'}, 'color': {'field': 'country', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_351,climbing_climber,VIS_351
VIS_1525,Show the average age for male and female students with a pie chart.,allergy_1_student,"{'data': {'url': 'student.csv'}, 'encoding': {'theta': {'aggregate': 'mean', 'field': 'age', 'type': 'quantitative'}, 'color': {'field': 'sex', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_1525,allergy_1_student,VIS_1525
VIS_3359,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, visualize a bar chart about the distribution of job_id and the sum of salary , and group by attribute job_id, and rank sum salary from high to low order.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'salary'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'bar'}",VIS_3359,hr_1_employees,VIS_3359
VIS_4823,"List the states of all votes, compute the total number of states, and compute the average of their vote id with a bar chart, and order by the x axis in ascending.",voter_1_votes,"{'data': {'url': 'votes.csv'}, 'encoding': {'x': {'field': 'state', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'vote_id'}}, 'transform': [], 'mark': 'bar'}",VIS_4823,voter_1_votes,VIS_4823
VIS_2218,"Find the maximum age for each type of pet Return the result with a bar chart, and list Y-axis from high to low order.",pets_1_pets,"{'data': {'url': 'pets.csv'}, 'encoding': {'x': {'field': 'pettype', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'pet_age'}}, 'transform': [], 'mark': 'bar'}",VIS_2218,pets_1_pets,VIS_2218
VIS_6524,what is the number of players who have points less than 30 for each position?,sports_competition_player,"{'data': {'url': 'player.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'type': 'quantitative'}, 'color': {'field': 'position', 'type': 'nominal'}}, 'transform': [{'filter': 'datum.points < 30.0'}], 'mark': 'arc'}",VIS_6524,sports_competition_player,VIS_6524
VIS_5321,"When are the birthdays of customer who are classified as 'Good Customer' status, and count them by a bar chart, I want to list from high to low by the Y-axis.",driving_school_customers,"{'data': {'url': 'customers.csv'}, 'encoding': {'x': {'field': 'date_of_birth', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_of_birth'}}, 'transform': [{'filter': ""datum.customer_status_code == 'Good Customer'""}], 'mark': 'bar'}",VIS_5321,driving_school_customers,VIS_5321
VIS_5138,Show the different countries and the number of members from each by a pie chart.,decoration_competition_member,"{'data': {'url': 'member.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'type': 'quantitative'}, 'color': {'field': 'country', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_5138,decoration_competition_member,VIS_5138
VIS_6547,"Bar graph to show the total number from different nationality, and show in desc by the X.",pilot_record_pilot,"{'data': {'url': 'pilot.csv'}, 'encoding': {'x': {'field': 'nationality', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_6547,pilot_record_pilot,VIS_6547
VIS_1410,"Give me the comparison about the amount of date_address_from over the  date_address_from , and group by attribute other_details and bin date_address_from by weekday.",behavior_monitoring_student_addresses,"{'data': {'url': 'student_addresses.csv'}, 'encoding': {'x': {'field': 'date_address_from', 'type': 'ordinal', 'timeUnit': 'day', 'sort': {'field': 'monthly_rental', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_address_from'}, 'color': {'field': 'other_details', 'type': 'nominal'}}, 'transform': [], 'mark': 'bar'}",VIS_1410,behavior_monitoring_student_addresses,VIS_1410
VIS_1100,"Show different occupations along with the number of players in each occupation Show bar chart, show in ascending by the bar.",riding_club_player,"{'data': {'url': 'player.csv'}, 'encoding': {'x': {'field': 'occupation', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_1100,riding_club_player,VIS_1100
VIS_1939,"Return a bar chart about the distribution of All_Games and ACC_Percent , and list y axis in ascending order.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'all_games', 'type': 'ordinal', 'sort': 'y'}, 'y': {'field': 'acc_percent', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_1939,university_basketball_basketball_match,VIS_1939
VIS_774,"Show me how many type by type in a histogram, and I want to display x axis in descending order.",ship_mission_ship,"{'data': {'url': 'ship.csv'}, 'encoding': {'x': {'field': 'type', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'type'}}, 'transform': [], 'mark': 'bar'}",VIS_774,ship_mission_ship,VIS_774
VIS_6220,Give the proportion of what is the average price for each type of product?,department_store_products,"{'data': {'url': 'products.csv'}, 'encoding': {'theta': {'aggregate': 'mean', 'field': 'product_price', 'type': 'quantitative'}, 'color': {'field': 'product_type_code', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_6220,department_store_products,VIS_6220
VIS_4336,"Give me a bar chart to show the names and revenue of the company that earns the highest revenue in each headquarter city, list in asc by the y axis.",manufactory_1_manufacturers,"{'data': {'url': 'manufacturers.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'revenue'}}, 'transform': [], 'mark': 'bar'}",VIS_4336,manufactory_1_manufacturers,VIS_4336
VIS_483,"Give me a histogram for how many documents are there of each type?, rank from high to low by the y axis.",cre_docs_and_epenses_documents,"{'data': {'url': 'documents.csv'}, 'encoding': {'x': {'field': 'document_type_code', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_483,cre_docs_and_epenses_documents,VIS_483
VIS_4760,"Show different occupations along with the number of players in each occupation with a bar chart, and could you list Y-axis in ascending order please?",riding_club_player,"{'data': {'url': 'player.csv'}, 'encoding': {'x': {'field': 'occupation', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_4760,riding_club_player,VIS_4760
VIS_2643,"when is the hire date for those employees whose first name does not containing the letter M, and count them by a bar chart",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'hire_date'}}, 'transform': [{'filter': {'not': ""test(regexp('.*M.*$'), datum.first_name)""}}], 'mark': 'bar'}",VIS_2643,hr_1_employees,VIS_2643
VIS_2910,"Find the number of dorms for each gender in a bar chart, order in asc by the Y please.",dorm_1_dorm,"{'data': {'url': 'dorm.csv'}, 'encoding': {'x': {'field': 'gender', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_2910,dorm_1_dorm,VIS_2910
VIS_1046,"Plot how many date in location from over date in location from in a line chart, display in desc by the x-axis.",cre_doc_tracking_db_document_locations,"{'data': {'url': 'document_locations.csv'}, 'encoding': {'x': {'field': 'date_in_location_from', 'type': 'ordinal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_in_location_from'}}, 'transform': [], 'mark': 'line'}",VIS_1046,cre_doc_tracking_db_document_locations,VIS_1046
VIS_158,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, draw a line chart about the change of department_id over hire_date , display by the X from low to high.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'sort': 'ascending'}, 'y': {'field': 'department_id', 'type': 'quantitative'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'line'}",VIS_158,hr_1_employees,VIS_158
VIS_3692,Show different citizenship of singers and the number of singers of each citizenship in a bar chart.,singer_singer,"{'data': {'url': 'singer.csv'}, 'encoding': {'x': {'field': 'citizenship', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_3692,singer_singer,VIS_3692
VIS_5847,"Draw a bar chart about the distribution of Nationality and the average of meter_100 , and group by attribute Nationality, and order Y in desc order.",swimming_swimmer,"{'data': {'url': 'swimmer.csv'}, 'encoding': {'x': {'field': 'nationality', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'meter_100'}}, 'transform': [], 'mark': 'bar'}",VIS_5847,swimming_swimmer,VIS_5847
VIS_1028,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, find hire_date and the sum of employee_id bin hire_date by time, and visualize them by a bar chart, display by the y axis in descending please.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month', 'sort': '-y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'employee_id'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'bar'}",VIS_1028,hr_1_employees,VIS_1028
VIS_3907,"For all employees who have the letters D or S in their first name, visualize a bar chart about the distribution of job_id and the sum of manager_id , and group by attribute job_id, and I want to sort in ascending by the x-axis please.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'manager_id'}}, 'transform': [{'filter': {'or': [""test(regexp('.*D.*$'), datum.first_name)"", ""test(regexp('.*S.*$'), datum.first_name)""]}}], 'mark': 'bar'}",VIS_3907,hr_1_employees,VIS_3907
VIS_7168,"Give me a bar chart for sum price of each name, and display from low to high by the y-axis please.",manufactory_1_products,"{'data': {'url': 'products.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'price'}}, 'transform': [], 'mark': 'bar'}",VIS_7168,manufactory_1_products,VIS_7168
VIS_2457,How many churches open each year? Convert the year into the weekday interval and visualize with a bar chart.,wedding_church,"{'data': {'url': 'church.csv'}, 'encoding': {'x': {'field': 'open_date', 'type': 'ordinal', 'timeUnit': 'day'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'open_date'}}, 'transform': [], 'mark': 'bar'}",VIS_2457,wedding_church,VIS_2457
VIS_1789,"Give me the comparison about ID over the meter_700 , and order by the bar from low to high.",swimming_swimmer,"{'data': {'url': 'swimmer.csv'}, 'encoding': {'x': {'field': 'meter_700', 'type': 'ordinal', 'sort': 'ascending'}, 'y': {'field': 'id', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_1789,swimming_swimmer,VIS_1789
VIS_2434,"For those employees whose first name is ending with the letter m, sum their salary for visualizing a bar chart.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'first_name', 'type': 'nominal'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'salary'}}, 'transform': [{'filter': ""test(regexp('.*m$'), datum.first_name)""}], 'mark': 'bar'}",VIS_2434,hr_1_employees,VIS_2434
VIS_5125,"For all storms with at least 1 death, show me the name and the total number of deaths with a bar chart.",storm_record_storm,"{'data': {'url': 'storm.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'nominal'}, 'y': {'field': 'number_deaths', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.number_deaths >= 1.0'}], 'mark': 'bar'}",VIS_5125,storm_record_storm,VIS_5125
VIS_6230,"Show minimal enr from each state, could you display by the bar in desc?",soccer_2_college,"{'data': {'url': 'college.csv'}, 'encoding': {'x': {'field': 'state', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'min', 'type': 'quantitative', 'field': 'enr'}}, 'transform': [], 'mark': 'bar'}",VIS_6230,soccer_2_college,VIS_6230
VIS_707,"Plot date claim settled by the number of date claim settled as a line chart, and list by the X from low to high.",insurance_policies_settlements,"{'data': {'url': 'settlements.csv'}, 'encoding': {'x': {'field': 'date_claim_settled', 'type': 'ordinal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_claim_settled'}}, 'transform': [], 'mark': 'line'}",VIS_707,insurance_policies_settlements,VIS_707
VIS_4487,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, for  department_id,  hire_date, visualize the trend.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal'}, 'y': {'field': 'department_id', 'type': 'quantitative'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'line'}",VIS_4487,hr_1_employees,VIS_4487
VIS_1981,"Show me the total number by country in a histogram, rank total number from low to high order.",flight_company_airport,"{'data': {'url': 'airport.csv'}, 'encoding': {'x': {'field': 'country', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_1981,flight_company_airport,VIS_1981
VIS_5684,"Give me the trend about the amount of Start_from over Start_from , and group by attribute Is_full_time and bin start_from by time, and sort by the X-axis in ascending.",employee_hire_evaluation_hiring,"{'data': {'url': 'hiring.csv'}, 'encoding': {'x': {'field': 'start_from', 'type': 'ordinal', 'timeUnit': 'year', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'start_from'}, 'color': {'field': 'is_full_time', 'type': 'nominal'}}, 'transform': [], 'mark': 'line'}",VIS_5684,employee_hire_evaluation_hiring,VIS_5684
VIS_5352,"For all employees who have the letters D or S in their first name, show me about the distribution of job_id and the average of manager_id , and group by attribute job_id in a bar chart, I want to list in desc by the y axis.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'manager_id'}}, 'transform': [{'filter': {'or': [""test(regexp('.*D.*$'), datum.first_name)"", ""test(regexp('.*S.*$'), datum.first_name)""]}}], 'mark': 'bar'}",VIS_5352,hr_1_employees,VIS_5352
VIS_52,"For all employees who have the letters D or S in their first name, a bar chart shows the distribution of  hire_date and the average of employee_id bin hire_date by time.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'employee_id'}}, 'transform': [{'filter': {'or': [""test(regexp('.*D.*$'), datum.first_name)"", ""test(regexp('.*S.*$'), datum.first_name)""]}}], 'mark': 'bar'}",VIS_52,hr_1_employees,VIS_52
VIS_2011,Show the frequency of the decor of rooms that have a king bed using a pie chart.,inn_1_rooms,"{'data': {'url': 'rooms.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'field': 'decor', 'type': 'quantitative'}, 'color': {'field': 'decor', 'type': 'nominal'}}, 'transform': [{'filter': ""datum.bedtype == 'King'""}], 'mark': 'arc'}",VIS_2011,inn_1_rooms,VIS_2011
VIS_5180,Please compare the frequency of the customer details using a bar chart.,local_govt_and_lot_customers,"{'data': {'url': 'customers.csv'}, 'encoding': {'x': {'field': 'customer_details', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'customer_details'}}, 'transform': [], 'mark': 'bar'}",VIS_5180,local_govt_and_lot_customers,VIS_5180
VIS_1614,"For those employees whose first name is ending with the letter m, visualize a bar chart to show each employee's salary by the last name.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'last_name', 'type': 'nominal'}, 'y': {'field': 'salary', 'type': 'quantitative'}}, 'transform': [{'filter': ""test(regexp('.*m$'), datum.first_name)""}], 'mark': 'bar'}",VIS_1614,hr_1_employees,VIS_1614
VIS_5972,", and order in asc by the y axis.",entertainment_awards_artwork,"{'data': {'url': 'artwork.csv'}, 'encoding': {'x': {'field': 'type', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_5972,entertainment_awards_artwork,VIS_5972
VIS_3761,"Give me the comparison about Height over the Name by a bar chart, and could you rank y-axis in desc order please?",candidate_poll_people,"{'data': {'url': 'people.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'ordinal', 'sort': '-y'}, 'y': {'field': 'height', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_3761,candidate_poll_people,VIS_3761
VIS_513,"Return a bar chart showing the number of schools in each county, and display y-axis in ascending order.",school_finance_school,"{'data': {'url': 'school.csv'}, 'encoding': {'x': {'field': 'county', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_513,school_finance_school,VIS_513
VIS_2718,"What are the names and number of hours spent training for each player who trains for less than 1500 hours Visualize by bar chart, rank y axis in descending order.",soccer_2_player,"{'data': {'url': 'player.csv'}, 'encoding': {'x': {'field': 'pname', 'type': 'ordinal', 'sort': '-y'}, 'y': {'field': 'hs', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.hs < 1500.0'}], 'mark': 'bar'}",VIS_2718,soccer_2_player,VIS_2718
VIS_1188,"Show the number of assets and group by asset make in a bar chart, and could you display in ascending by the X-axis?",assets_maintenance_assets,"{'data': {'url': 'assets.csv'}, 'encoding': {'x': {'field': 'asset_make', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'asset_make'}}, 'transform': [], 'mark': 'bar'}",VIS_1188,assets_maintenance_assets,VIS_1188
VIS_4375,"Find the number of students whose age is younger than the average age and group by students' last name in a bar chart, and could you order X-axis in ascending order?",dorm_1_student,"{'data': {'url': 'student.csv'}, 'encoding': {'x': {'field': 'lname', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'lname'}}, 'transform': [{'joinaggregate': [{'op': 'mean', 'field': 'age', 'as': 'age_avg'}]}, {'filter': 'datum.age < datum.age_avg'}], 'mark': 'bar'}",VIS_4375,dorm_1_student,VIS_4375
VIS_3036,"A bar chart for showing the number of the countries that have managers of age above 50 or below 46, and list in descending by the Y.",railway_manager,"{'data': {'url': 'manager.csv'}, 'encoding': {'x': {'field': 'country', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'country'}}, 'transform': [{'filter': {'or': ['datum.age > 50.0', 'datum.age < 46.0']}}], 'mark': 'bar'}",VIS_3036,railway_manager,VIS_3036
VIS_2235,"Bar chart x axis event details y axis how many event details, could you order by the y-axis in ascending please?",local_govt_in_alabama_events,"{'data': {'url': 'events.csv'}, 'encoding': {'x': {'field': 'event_details', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'event_details'}}, 'transform': [], 'mark': 'bar'}",VIS_2235,local_govt_in_alabama_events,VIS_2235
VIS_4665,"What is the total credit does each department offer, and list from high to low by the X.",college_1_course,"{'data': {'url': 'course.csv'}, 'encoding': {'x': {'field': 'dept_code', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'crs_credit'}}, 'transform': [], 'mark': 'bar'}",VIS_4665,college_1_course,VIS_4665
VIS_2725,"Give me a histogram for how many rooms cost more than 120, for each different decor?, could you order from high to low by the Y-axis?",inn_1_rooms,"{'data': {'url': 'rooms.csv'}, 'encoding': {'x': {'field': 'decor', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.baseprice > 120.0'}], 'mark': 'bar'}",VIS_2725,inn_1_rooms,VIS_2725
VIS_6773,"For those products with a price between 60 and 120, visualize the relationship between  price and  manufacturer .",manufactory_1_products,"{'data': {'url': 'products.csv'}, 'encoding': {'x': {'field': 'price', 'type': 'quantitative'}, 'y': {'field': 'manufacturer', 'type': 'quantitative'}}, 'transform': [{'filter': {'field': 'price', 'range': [60.0, 120.0]}}], 'mark': 'point'}",VIS_6773,manufactory_1_products,VIS_6773
